"","ID","Ranking","Type","Status","Reason.for.Closure","Opened","Ready.for.Dev.Date","Closed","Due.Date"
"314",70608,NA,"Bug","Closed","Fixed",2013-07-29,NA,"2013-12-11",NA
"315",70628,NA,"Bug","Closed","Fixed",2013-07-29,NA,"2013-12-11",NA
"316",70318,NA,"Bug","Closed","Fixed",2013-07-08,NA,"2013-12-11",NA
"317",70270,NA,"Bug","Closed","Fixed",2013-07-04,NA,"2013-12-11",NA
"318",70113,NA,"Bug","Closed","Fixed",2013-06-25,NA,"2013-12-11",NA
"319",69562,NA,"Bug","Closed","Fixed",2013-05-26,NA,"2013-12-11",NA
"320",69355,NA,"Bug","Closed","Fixed",2013-05-12,NA,"2013-12-11",NA
"321",69208,NA,"Bug","Closed","Fixed",2013-04-29,NA,"2013-12-11",NA
"322",68670,NA,"Bug","Closed","Fixed",2013-03-14,NA,"2013-12-11",NA
"323",68496,NA,"Bug","Closed","Fixed",2013-03-02,NA,"2013-12-11",NA
"324",67373,NA,"Bug","Closed","Fixed",2013-01-03,NA,"2013-12-11",NA
"325",73213,NA,"Feature","Closed","Done",2013-11-11,NA,"2013-12-11",NA
"326",74962,NA,"Feature","Closed","Done",2013-12-13,NA,"2013-12-17",NA
"327",73955,NA,"Bug","Closed","Fixed",2013-11-26,NA,"2013-12-17",NA
"328",72964,NA,"Feature","Closed","Done",2013-10-28,NA,"2013-12-17",NA
"329",68527,NA,"Bug","Closed","Fixed",2013-03-05,NA,"2013-12-17",NA
"330",72994,NA,"Feature","Closed","Done",2013-10-29,NA,"2013-12-20",NA
"331",72993,NA,"Bug","Closed","Fixed",2013-10-29,NA,"2014-01-02",NA
"332",48449,NA,"Bug","Closed","Fixed",2010-06-11,NA,"2014-01-23",NA
"333",58590,NA,"Bug","Closed","Fixed",2011-10-12,NA,"2014-01-20",NA
"334",59781,NA,"Bug","Closed","Fixed",2011-12-01,NA,"2014-01-16",NA
"335",60556,NA,"Bug","Closed","Fixed",2012-01-24,NA,"2014-01-22",NA
"336",60852,NA,"Feature","Closed","Done",2012-02-08,NA,"2014-01-28",NA
"337",64658,NA,"Feature","Closed","Done",2012-07-24,NA,"2014-01-23",NA
"338",65554,NA,"Bug","Closed","Fixed",2012-08-27,NA,"2014-01-23",NA
"339",68876,NA,"Bug","Closed","Fixed",2013-03-28,NA,"2014-01-09",NA
"340",69196,NA,"Bug","Closed","Fixed",2013-04-26,NA,"2014-01-21",NA
"341",70326,NA,"Bug","Closed","Fixed",2013-07-08,NA,"2014-01-15",NA
"342",71025,NA,"Bug","Closed","Fixed",2013-08-15,NA,"2014-01-10",NA
"343",71509,NA,"Bug","Closed","Fixed",2013-09-06,NA,"2014-01-22",NA
"344",71554,NA,"Bug","Closed","Fixed",2013-09-11,NA,"2014-01-23",NA
"345",71555,NA,"Bug","Closed","Fixed",2013-09-11,NA,"2014-01-23",NA
"346",71556,NA,"Bug","Closed","Fixed",2013-09-11,NA,"2014-01-23",NA
"347",71557,NA,"Bug","Closed","Fixed",2013-09-11,NA,"2014-01-23",NA
"348",72038,NA,"Bug","Closed","Fixed",2013-09-18,NA,"2014-01-23",NA
"349",72042,NA,"Bug","Closed","Fixed",2013-09-18,NA,"2014-01-08",NA
"350",72225,NA,"Feature","Closed","Done",2013-09-24,NA,"2014-01-15",NA
"351",72269,NA,"Bug","Closed","Fixed",2013-03-01,NA,"2014-01-23",NA
"352",72342,NA,"Bug","Closed","Fixed",2013-10-01,NA,"2014-01-23",NA
"353",73111,NA,"Bug","Closed","Fixed",2013-11-06,NA,"2014-01-22",NA
"354",74358,NA,"Feature","Closed","Done",2013-12-04,NA,"2014-01-23",NA
"355",74359,NA,"Feature","Closed","Done",2013-12-04,NA,"2014-01-23",NA
"356",74669,NA,"Feature","Closed","Done",2013-12-09,NA,"2014-01-23",NA
"357",74959,NA,"Feature","Closed","Done",2013-12-12,NA,"2014-01-22",NA
"358",74963,NA,"Bug","Closed","Fixed",2013-12-12,NA,"2014-01-23",NA
"359",75137,NA,"Feature","Closed","Done",2013-12-16,NA,"2014-02-20",NA
"360",76049,NA,"Bug","Closed","Fixed",2014-01-09,NA,"2014-01-23",NA
"361",77362,NA,"Bug","Closed","Fixed",2014-01-29,NA,"2014-01-29",NA
"362",68893,NA,"Bug","Closed","Fixed",2013-03-29,NA,"2014-01-16",NA
"363",50601,NA,"Bug","Closed","Fixed",2010-09-11,NA,"2014-01-16",NA
"364",66874,NA,"Bug","Closed","Fixed",2012-11-18,NA,"2014-01-21",NA
"365",68223,NA,"Bug","Closed","Fixed",2013-01-22,NA,"2014-01-23",NA
"366",68752,NA,"Bug","Closed","Fixed",2013-03-20,NA,"2014-01-22",NA
"367",73125,NA,"Bug","Closed","Fixed",2013-11-06,NA,"2014-01-22",NA
"368",64610,NA,"Bug","Closed","Fixed",2012-07-23,NA,"2014-02-18",NA
"369",68261,NA,"Bug","Closed","Fixed",2013-02-11,NA,"2014-02-19",NA
"370",68660,NA,"Bug","Closed","Fixed",2013-03-13,NA,"2014-02-18",NA
"371",68898,NA,"Bug","Closed","Fixed",2013-03-31,NA,"2014-02-18",NA
"372",71545,NA,"Bug","Closed","Fixed",2013-09-10,NA,"2014-02-17",NA
"373",72614,NA,"Bug","Closed","Fixed",2013-10-14,NA,"2014-02-19",NA
"374",72797,NA,"Bug","Closed","Fixed",2013-10-19,NA,"2014-02-18",NA
"375",72818,NA,"Bug","Closed","Fixed",2013-10-21,NA,"2014-02-17",NA
"376",73457,NA,"Bug","Closed","Fixed",2013-11-18,NA,"2014-02-18",NA
"377",73680,NA,"Bug","Closed","Fixed",2013-11-21,NA,"2014-02-18",NA
"378",73964,NA,"Bug","Closed","Fixed",2013-11-26,NA,"2014-02-17",NA
"379",74105,NA,"Bug","Closed","Fixed",2013-11-28,NA,"2014-02-17",NA
"380",74140,NA,"Bug","Closed","Fixed",2013-11-29,NA,"2014-02-17",NA
"381",74655,NA,"Bug","Closed","Fixed",2013-12-09,NA,"2014-02-17",NA
"382",75044,NA,"Bug","Closed","Fixed",2013-12-13,NA,"2014-02-17",NA
"383",75054,NA,"Bug","Closed","Fixed",2013-12-14,NA,"2014-02-19",NA
"384",75099,NA,"Bug","Closed","Fixed",2013-12-16,NA,"2014-02-17",NA
"385",75125,NA,"Bug","Closed","Fixed",2013-12-16,NA,"2014-03-26",NA
"386",75140,NA,"Bug","Closed","Fixed",2013-12-16,NA,"2014-02-19",NA
"387",75468,NA,"Bug","Closed","Fixed",2013-12-20,NA,"2014-02-18",NA
"388",75478,NA,"Bug","Closed","Fixed",2013-12-20,NA,"2014-02-19",NA
"389",75486,NA,"Bug","Closed","Fixed",2013-12-20,NA,"2014-02-17",NA
"390",75489,NA,"Bug","Closed","Fixed",2013-12-21,NA,"2014-02-19",NA
"391",75548,NA,"Bug","Closed","Fixed",2013-12-25,NA,"2014-02-17",NA
"392",75786,NA,"Bug","Closed","Fixed",2013-12-30,NA,"2014-02-18",NA
"393",76098,NA,"Bug","Closed","Fixed",2014-01-10,NA,"2014-03-26",NA
"394",76819,NA,"Bug","Closed","Fixed",2014-01-23,NA,"2014-02-17",NA
"395",76825,NA,"Bug","Closed","Fixed",2014-01-23,NA,"2014-02-19",NA
"396",71673,NA,"Bug","Closed","Fixed",2013-09-16,NA,"2014-02-26",NA
"397",73231,NA,"Feature","Closed","Done",2013-11-11,NA,"2014-02-26",NA
"398",73625,NA,"Bug","Closed","Fixed",2013-11-21,NA,"2014-02-26",NA
"399",74143,NA,"Bug","Closed","Fixed",2013-11-29,NA,"2014-02-19",NA
"400",76063,NA,"Feature","Closed","Done",2014-01-09,NA,"2014-02-26",NA
"401",76064,NA,"Feature","Closed","Done",2014-01-09,NA,"2014-02-26",NA
"402",76137,NA,"Bug","Closed","Fixed",2014-01-13,NA,"2014-02-24",NA
"403",76139,NA,"Bug","Closed","Fixed",2014-01-13,NA,"2014-02-20",NA
"404",76172,NA,"Bug","Closed","Fixed",2014-01-13,NA,"2014-02-26",NA
"405",76459,NA,"Bug","Closed","Fixed",2014-01-20,NA,"2014-02-20",NA
"406",76549,NA,"Bug","Closed","Fixed",2014-01-21,NA,"2014-02-20",NA
"407",77041,NA,"Bug","Closed","Fixed",2014-01-27,NA,"2014-02-26",NA
"408",77367,NA,"Feature","Closed","Done",2014-01-29,NA,"2014-02-26",NA
"409",78291,NA,"Bug","Closed","Fixed",2014-02-06,NA,"2014-02-19",NA
"410",78796,NA,"Bug","Closed","Fixed",2014-02-12,NA,"2014-02-20",NA
"411",78829,NA,"Bug","Closed","Fixed",2014-02-13,NA,"2014-02-26",NA
"412",78871,NA,"Bug","Closed","Fixed",2014-02-13,NA,"2014-02-20",NA
"413",78923,NA,"Bug","Closed","Fixed",2014-02-13,NA,"2014-02-20",NA
"414",79030,NA,"Bug","Closed","Fixed",2014-02-14,NA,"2014-02-20",NA
"415",79115,NA,"Bug","Closed","Fixed",2014-02-17,NA,"2014-02-20",NA
"416",79147,NA,"Bug","Closed","Fixed",2014-02-17,NA,"2014-02-20",NA
"417",80084,NA,"Bug","Closed","Fixed",2014-02-25,NA,"2014-02-26",NA
"418",71324,NA,"Bug","Closed","Fixed",2013-08-26,NA,"2014-02-26",NA
"419",72789,NA,"Bug","Closed","Fixed",2013-10-18,NA,"2014-03-04",NA
"420",79076,NA,"Bug","Closed","Fixed",2014-02-17,NA,"2014-02-26",NA
"421",61787,NA,"Feature","Closed","Done",2012-03-29,NA,"2014-03-04",NA
"422",66317,NA,"Bug","Closed","Fixed",2012-10-16,NA,"2014-03-04",NA
"423",66508,NA,"Bug","Closed","Fixed",2012-10-26,NA,"2014-03-04",NA
"424",66875,NA,"Bug","Closed","Fixed",2012-11-18,NA,"2014-03-04",NA
"425",69442,NA,"Bug","Closed","Fixed",2013-05-16,NA,"2014-03-04",NA
"426",69942,NA,"Feature","Closed","Done",2013-06-18,NA,"2014-02-21",NA
"427",70140,NA,"Feature","Closed","Done",2013-06-26,NA,"2014-03-04",NA
"428",70361,NA,"Feature","Closed","Done",2013-07-11,NA,"2014-03-04",NA
"429",71007,NA,"Bug","Closed","Fixed",2013-08-14,NA,"2014-03-04",NA
"430",71632,NA,"Bug","Closed","Fixed",2013-09-13,NA,"2014-03-04",NA
"431",72212,NA,"Bug","Closed","Fixed",2013-09-23,NA,"2014-03-04",NA
"432",72820,NA,"Bug","Closed","Fixed",2013-10-21,NA,"2014-03-04",NA
"433",72851,NA,"Bug","Closed","Fixed",2013-10-23,NA,"2014-03-04",NA
"434",72904,NA,"Bug","Closed","Fixed",2013-10-24,NA,"2014-03-04",NA
"435",73011,NA,"Bug","Closed","Fixed",2013-10-30,NA,"2014-03-04",NA
"436",73084,NA,"Bug","Closed","Fixed",2013-11-05,NA,"2014-03-04",NA
"437",73136,NA,"Bug","Closed","Fixed",2013-11-06,NA,"2014-03-04",NA
"438",73255,NA,"Bug","Closed","Fixed",2013-11-12,NA,"2014-02-21",NA
"439",73514,NA,"Bug","Closed","Fixed",2013-11-19,NA,"2014-02-20",NA
"440",74451,NA,"Feature","Closed","Done",2013-12-05,NA,"2014-03-04",NA
"441",74584,NA,"Bug","Closed","Fixed",2013-12-09,NA,"2014-02-20",NA
"442",74902,NA,"Bug","Closed","Fixed",2013-12-12,NA,"2014-03-04",NA
"443",75181,NA,"Bug","Closed","Fixed",2013-12-17,NA,"2014-02-20",NA
"444",75285,NA,"Bug","Closed","Fixed",2013-12-17,NA,"2014-03-04",NA
"445",76197,NA,"Feature","Closed","Done",2014-01-14,NA,"2014-03-04",NA
"446",76366,NA,"Feature","Closed","Done",2014-01-16,NA,"2014-03-04",NA
"447",76539,NA,"Bug","Closed","Fixed",2014-01-21,NA,"2014-03-04",NA
"448",76577,NA,"Bug","Closed","Fixed",2014-01-21,NA,"2014-03-04",NA
"449",77181,NA,"Bug","Closed","Fixed",2014-01-28,NA,"2014-03-04",NA
"450",78123,NA,"Bug","Closed","Fixed",2014-02-05,NA,"2014-03-04",NA
"451",78149,NA,"Bug","Closed","Fixed",2014-02-05,NA,"2014-02-27",NA
"452",78294,NA,"Bug","Closed","Fixed",2014-02-06,NA,"2014-03-04",NA
"453",79104,NA,"Bug","Closed","Fixed",2014-02-17,NA,"2014-03-04",NA
"454",79133,NA,"Bug","Closed","Fixed",2014-02-17,NA,"2014-03-04",NA
"455",79512,NA,"Bug","Closed","Fixed",2014-02-20,NA,"2014-03-04",NA
"456",79585,NA,"Bug","Closed","Fixed",2014-02-21,NA,"2014-03-04",NA
"457",80101,NA,"Bug","Closed","Fixed",2014-02-25,NA,"2014-03-04",NA
"458",80219,NA,"Bug","Closed","Fixed",2014-02-26,NA,"2014-03-04",NA
"459",80347,NA,"Bug","Closed","Fixed",2014-02-28,NA,"2014-03-04",NA
"460",68724,NA,"Bug","Closed","Fixed",2013-03-18,NA,"2014-02-11",NA
"461",71593,NA,"Bug","Closed","Fixed",2013-09-12,NA,"2014-03-10",NA
"462",80475,NA,"Bug","Closed","Fixed",2014-03-03,NA,"2014-03-10",NA
"463",80534,NA,"Bug","Closed","Fixed",2014-03-04,NA,"2014-03-10",NA
"464",80910,996,"Bug","Closed","Fixed",2014-03-10,NA,"2014-03-19",NA
"465",79381,990,"Feature","Closed","Done",2014-02-19,NA,"2014-03-25",NA
"466",79385,991,"Feature","Closed","Done",2014-02-19,NA,"2014-03-25",NA
"467",80310,988,"Bug","Closed","Fixed",2014-02-27,NA,"2014-03-18",NA
"468",62182,NA,"Bug","Closed","Fixed",2012-04-11,NA,"2013-08-06",NA
"469",66726,NA,"Bug","Closed","Fixed",2012-11-07,NA,"2013-04-15",NA
"470",66630,NA,"Bug","Closed","Fixed",2012-11-06,NA,"2013-08-26",NA
"471",71596,NA,"Bug","Closed","Fixed",2013-09-12,NA,"2013-09-16",NA
"472",71625,NA,"Bug","Closed","Fixed",2013-09-12,NA,"2013-09-16",NA
"473",71626,NA,"Bug","Closed","Fixed",2013-09-12,NA,"2013-09-16",NA
"474",65903,NA,"Feature","Closed","Done",2012-05-10,NA,"2013-07-18",NA
"475",68302,NA,"Bug","Closed","Fixed",2013-02-14,NA,"2013-03-06",NA
"476",55742,NA,"Bug","Closed","Fixed",2011-05-21,NA,"2013-07-18",NA
"477",66087,NA,"Bug","Closed","Fixed",2012-10-03,NA,"2013-08-26",NA
"478",66091,NA,"Bug","Closed","Fixed",2012-10-03,NA,"2013-08-26",NA
"479",57341,NA,"Bug","Closed","Fixed",2011-08-04,NA,"2013-01-09",NA
"480",66017,NA,"Bug","Closed","Fixed",2012-09-26,NA,"2013-10-02",NA
"481",58095,NA,"Bug","Closed","Fixed",2011-09-14,NA,"2013-07-18",NA
"482",72807,NA,"Bug","Closed","Fixed",2013-10-21,NA,"2013-10-31",NA
"483",70616,NA,"Bug","Closed","Fixed",2013-07-29,NA,"2013-08-12",NA
"484",69814,NA,"Bug","Closed","Fixed",2013-06-10,NA,"2013-06-11",NA
